fecha,nombre_buque,bandera,tipo_buque,muelle,operacion,teu_cargados,tiempo_estadia_h,costo_usd
2018-03-13 07:00:00,MV-8102,Panamá,Buque Frigorífico,Muelle 4,Carga,276,65.83939498755716,24328.15692783581
2018-03-13 08:00:00,MV-3359,Panamá,Buque Frigorífico,Muelle 2,Mixta,5104,93.97385669458815,5150.2974669710375
2018-03-13 09:00:00,MV-9105,Liberia,Tanquero,Muelle Norte,Descarga,641,13.03730183498044,7091.469170889347
2018-03-13 10:00:00,MV-9636,Malta,Carga General,Muelle 1,Reparación,4169,45.498719987288204,17393.052841453024
2018-03-13 11:00:00,MV-7441,Islas Marshall,RoRo,Muelle 1,Reparación,5908,54.62103823025314,29989.83060679786
2018-03-13 12:00:00,MV-6047,Singapur,RoRo,Muelle 3,Descarga,2125,30.18646884110713,28683.50689431548
2018-03-13 13:00:00,MV-9227,Liberia,Granelero,Muelle Norte,Mixta,5659,94.49274912546119,6910.516444487596
2018-03-13 14:00:00,MV-6203,Islas Marshall,RoRo,Muelle 5,Carga,4998,64.40476288513682,10231.859817193255
2018-03-13 15:00:00,MV-2798,Malta,Granelero,Muelle 1,Mixta,2721,82.3028592105106,28590.588092823004
2018-03-13 16:00:00,MV-6291,Islas Marshall,Granelero,Muelle 5,Tránsito,1418,44.5884360135108,7918.8215569267495
2018-03-13 17:00:00,MV-6495,Panamá,Tanquero,Muelle 1,Descarga,2072,39.14811806874396,23312.5133559193
2018-03-13 18:00:00,MV-7284,Panamá,Portacontenedores,Muelle 1,Tránsito,2128,56.677894749536115,4028.808608599816
2018-03-13 19:00:00,MV-8285,Liberia,Granelero,Muelle 3,Descarga,5824,46.30450295114429,20424.514669554483
2018-03-13 20:00:00,MV-2300,Malta,Granelero,Muelle 4,Carga,4000,70.91542885203792,16859.610967910794
2018-03-13 21:00:00,MV-7869,Malta,Buque Frigorífico,Muelle 3,Mixta,3931,31.391991938637933,16246.65727263589
2018-03-13 22:00:00,MV-4097,Islas Marshall,Tanquero,Muelle 1,Mixta,3371,47.564010736131166,25558.985519588263
2018-03-13 23:00:00,MV-5616,Liberia,Granelero,Muelle Norte,Descarga,4195,86.77168176187726,6099.092976446214
2018-03-14 00:00:00,MV-1009,Malta,Carga General,Muelle 4,Reparación,2486,74.53749523021298,13810.635741662558
2018-03-14 01:00:00,MV-6752,Panamá,Portacontenedores,Muelle Norte,Tránsito,1854,22.790174521574706,15597.002169305773
2018-03-14 02:00:00,MV-7295,Islas Marshall,Carga General,Muelle Norte,Mixta,3409,86.04410498646058,7222.090551087633
2018-03-14 03:00:00,MV-5815,Singapur,RoRo,Muelle Norte,Mixta,1780,59.83345995917655,6227.330205732734
2018-03-14 04:00:00,MV-2072,Panamá,Portacontenedores,Muelle 4,Descarga,5935,67.77727212797852,8669.971918490723
2018-03-14 05:00:00,MV-4225,Liberia,RoRo,Muelle Norte,Reparación,3712,33.89457779473541,10267.240849474909
2018-03-14 06:00:00,MV-2316,Malta,Buque Frigorífico,Muelle 4,Tránsito,5160,46.855895199937855,29117.57501388725
2018-03-14 07:00:00,MV-6699,Panamá,Granelero,Muelle 5,Reparación,3023,78.99949814375009,16365.956492543752
2018-03-14 08:00:00,MV-7807,Singapur,Tanquero,Muelle 1,Reparación,1079,37.09950725116003,17267.514849485662
2018-03-14 09:00:00,MV-7674,Singapur,Carga General,Muelle 2,Descarga,461,22.52542216489701,22381.953328979132
2018-03-14 10:00:00,MV-4683,Liberia,RoRo,Muelle Norte,Reparación,2031,41.29083234254629,21790.93674289335
2018-03-14 11:00:00,MV-8227,Panamá,Granelero,Muelle 3,Tránsito,711,14.091242732026153,17072.212454937107
2018-03-14 12:00:00,MV-4273,Islas Marshall,Carga General,Muelle 5,Carga,1397,71.17136834667404,12835.79824879724
2018-03-14 13:00:00,MV-8000,Panamá,Carga General,Muelle 3,Carga,3520,21.001639972129407,12607.34403327343
2018-03-14 14:00:00,MV-1145,Singapur,Buque Frigorífico,Muelle 2,Tránsito,1355,33.091079821354334,5500.4790811272915
2018-03-14 15:00:00,MV-6010,Liberia,Buque Frigorífico,Muelle 4,Descarga,4336,85.5351284887425,27390.383621083063
2018-03-14 16:00:00,MV-4040,Liberia,RoRo,Muelle 2,Mixta,2883,55.563793900195854,24004.257616895673
2018-03-14 17:00:00,MV-1482,Islas Marshall,Granelero,Muelle 3,Descarga,4730,36.27778277248986,20206.924273838853
2018-03-14 18:00:00,MV-4179,Liberia,Tanquero,Muelle 2,Tránsito,5104,56.194686321309945,14298.125323569831
2018-03-14 19:00:00,MV-2249,Liberia,RoRo,Muelle 1,Reparación,1903,27.208434047606268,19144.10899692281
2018-03-14 20:00:00,MV-1630,Liberia,Carga General,Muelle 2,Carga,4645,10.215235414093693,16612.334929183588
2018-03-14 21:00:00,MV-9853,Liberia,Carga General,Muelle Norte,Reparación,4725,61.128458148814666,11122.309440450985
2018-03-14 22:00:00,MV-3852,Liberia,Portacontenedores,Muelle 1,Descarga,865,70.84308208505617,11762.891414408894
2018-03-14 23:00:00,MV-1987,Singapur,Granelero,Muelle Norte,Tránsito,3555,85.4207953592462,26736.472367857434
2018-03-15 00:00:00,MV-8622,Panamá,Portacontenedores,Muelle 2,Carga,1526,75.92573577369568,20507.609884373476
2018-03-15 01:00:00,MV-8327,Malta,Buque Frigorífico,Muelle 1,Tránsito,5662,89.54763764360533,4036.984603295346
2018-03-15 02:00:00,MV-9841,Liberia,Tanquero,Muelle 1,Carga,5815,94.76390584777258,12498.665892764006
2018-03-15 03:00:00,MV-2100,Malta,RoRo,Muelle 2,Carga,3563,73.55431940163024,12838.582082859199
2018-03-15 04:00:00,MV-7652,Malta,Carga General,Muelle 5,Carga,2087,84.3772504730694,22364.724545742014
2018-03-15 05:00:00,MV-9632,Singapur,Granelero,Muelle 4,Descarga,1380,67.28837228408025,22211.7869045089
2018-03-15 06:00:00,MV-8421,Liberia,Carga General,Muelle 4,Tránsito,4925,23.042525626327684,16068.026178135437
2018-03-15 07:00:00,MV-6016,Malta,Buque Frigorífico,Muelle 4,Mixta,3856,23.989813516361075,28725.46473309626
2018-03-15 08:00:00,MV-1769,Liberia,Portacontenedores,Muelle 1,Mixta,1199,17.702832155743156,26677.958413087796
2018-03-15 09:00:00,MV-2343,Islas Marshall,Portacontenedores,Muelle 4,Mixta,56,90.98177535943007,26521.478582954558
2018-03-15 10:00:00,MV-5358,Islas Marshall,RoRo,Muelle 1,Tránsito,1486,67.20214940986546,13054.903285262326
2018-03-15 11:00:00,MV-7780,Islas Marshall,Granelero,Muelle 5,Reparación,3300,77.51205804096617,15205.99451796317
2018-03-15 12:00:00,MV-7602,Malta,Buque Frigorífico,Muelle 2,Tránsito,3589,37.14184564054405,14893.01003773639
2018-03-15 13:00:00,MV-3349,Islas Marshall,Granelero,Muelle 2,Carga,744,48.51711048675469,15446.938944063926
2018-03-15 14:00:00,MV-6699,Singapur,RoRo,Muelle 1,Reparación,5137,11.500598801628968,27119.48067028253
2018-03-15 15:00:00,MV-2241,Singapur,Buque Frigorífico,Muelle 1,Carga,5612,86.23265123828857,10477.138188814797
2018-03-15 16:00:00,MV-2125,Malta,Buque Frigorífico,Muelle 5,Carga,3015,83.06430178822151,24857.071844942406
2018-03-15 17:00:00,MV-7764,Liberia,Portacontenedores,Muelle 4,Tránsito,3349,77.06339746805789,17365.039351164112
2018-03-15 18:00:00,MV-6101,Panamá,Portacontenedores,Muelle 5,Mixta,4893,13.130581955944852,10476.188829065339
2018-03-15 19:00:00,MV-8843,Liberia,Portacontenedores,Muelle 2,Reparación,4291,23.333976730814168,17709.63825034841
2018-03-15 20:00:00,MV-1072,Liberia,Carga General,Muelle 2,Descarga,3417,37.40701788239261,9081.482137525121
2018-03-15 21:00:00,MV-6472,Liberia,Tanquero,Muelle Norte,Mixta,5002,31.14951543006711,6812.661735182908
2018-03-15 22:00:00,MV-6189,Liberia,Portacontenedores,Muelle 4,Descarga,4432,81.78446579073405,25792.612863633327
2018-03-15 23:00:00,MV-3472,Panamá,Tanquero,Muelle 2,Tránsito,5097,25.145546721654554,22182.372609197155
2018-03-16 00:00:00,MV-1707,Islas Marshall,Tanquero,Muelle Norte,Reparación,75,54.82695294982976,9329.453745560591
2018-03-16 01:00:00,MV-2804,Liberia,Granelero,Muelle 1,Tránsito,4597,58.28153660809948,28499.662986724874
2018-03-16 02:00:00,MV-7704,Singapur,RoRo,Muelle 2,Descarga,2203,45.40104255030328,4634.357706872478
2018-03-16 03:00:00,MV-4713,Malta,Carga General,Muelle 3,Carga,4385,29.18053799228041,12665.284863304716
2018-03-16 04:00:00,MV-6051,Malta,Tanquero,Muelle 4,Tránsito,3539,92.50589759753957,4562.979000779953
2018-03-16 05:00:00,MV-3475,Singapur,Carga General,Muelle Norte,Reparación,381,44.379133319673976,7699.737425522664
2018-03-16 06:00:00,MV-4610,Liberia,Granelero,Muelle 4,Tránsito,5211,72.0032796072265,8682.063780248696
2018-03-16 07:00:00,MV-5255,Panamá,Portacontenedores,Muelle 4,Mixta,694,24.196090913748144,25068.706560994757
2018-03-16 08:00:00,MV-8397,Islas Marshall,Buque Frigorífico,Muelle 3,Tránsito,1902,80.40738283118809,29819.031433868
2018-03-16 09:00:00,MV-2735,Malta,Tanquero,Muelle 5,Descarga,4180,26.998480444562674,26550.327139887435
2018-03-16 10:00:00,MV-9258,Islas Marshall,RoRo,Muelle 1,Tránsito,2973,67.4269828744263,20513.45770833299
2018-03-16 11:00:00,MV-8979,Panamá,Buque Frigorífico,Muelle 4,Reparación,2481,52.571648129581924,22796.009181492976
2018-03-16 12:00:00,MV-3428,Malta,Granelero,Muelle 2,Tránsito,3634,20.89702840636553,17593.345844537813
2018-03-16 13:00:00,MV-8426,Islas Marshall,Carga General,Muelle 1,Tránsito,3859,10.1955292617348,14986.133772847788
2018-03-16 14:00:00,MV-9533,Panamá,Portacontenedores,Muelle 2,Reparación,860,89.90584735359892,21996.39220190342
2018-03-16 15:00:00,MV-6249,Islas Marshall,Carga General,Muelle 1,Tránsito,1361,19.060765193679508,29301.03383624394
2018-03-16 16:00:00,MV-6291,Liberia,RoRo,Muelle 1,Reparación,2845,70.03572572444851,4751.245101264241
2018-03-16 17:00:00,MV-3817,Panamá,Tanquero,Muelle Norte,Descarga,1944,65.4362763873346,12166.208708424674
2018-03-16 18:00:00,MV-4874,Islas Marshall,RoRo,Muelle 2,Reparación,3056,38.07136373547033,12581.554878185132
2018-03-16 19:00:00,MV-5211,Liberia,Carga General,Muelle 2,Descarga,5202,24.31369516081611,14770.522251322589
2018-03-16 20:00:00,MV-1661,Liberia,Carga General,Muelle 1,Descarga,4350,23.6928859520765,20299.195819437664
2018-03-16 21:00:00,MV-4374,Panamá,Buque Frigorífico,Muelle 4,Reparación,2120,59.50885106842104,17357.582224472237
2018-03-16 22:00:00,MV-1207,Singapur,RoRo,Muelle 2,Tránsito,2706,56.129073926916,4486.955274670571
2018-03-16 23:00:00,MV-3665,Malta,RoRo,Muelle 3,Mixta,4184,85.08228179082042,14701.849038019662
2018-03-17 00:00:00,MV-3493,Panamá,RoRo,Muelle 3,Reparación,4318,64.32027090025039,20105.666317605883
2018-03-17 01:00:00,MV-7813,Liberia,Portacontenedores,Muelle 1,Tránsito,4905,80.09619789508618,17125.442848192586
2018-03-17 02:00:00,MV-1632,Liberia,Carga General,Muelle 5,Descarga,3534,10.852349495829571,26673.60846871417
2018-03-17 03:00:00,MV-4083,Panamá,Granelero,Muelle 1,Carga,463,67.04739693851637,14363.487437368532
2018-03-17 04:00:00,MV-4719,Singapur,Portacontenedores,Muelle 1,Mixta,741,28.566360181806644,4326.525675499699
2018-03-17 05:00:00,MV-8123,Malta,Portacontenedores,Muelle 4,Tránsito,2712,30.249828476982493,11407.36145641697
2018-03-17 06:00:00,MV-2679,Islas Marshall,Portacontenedores,Muelle 4,Mixta,4167,71.41073455986201,7527.488301193693
2018-03-17 07:00:00,MV-1236,Panamá,Buque Frigorífico,Muelle Norte,Carga,2748,77.8221003765948,10505.988409773454
2018-03-17 08:00:00,MV-8446,Malta,Granelero,Muelle 5,Carga,4359,40.71272181219263,13414.288468958748
2018-03-17 09:00:00,MV-5443,Malta,RoRo,Muelle 5,Carga,5841,77.52675988441095,21593.04696035004
2018-03-17 10:00:00,MV-7770,Liberia,Buque Frigorífico,Muelle 5,Reparación,969,47.049531431007296,12428.419877752674
2018-03-17 11:00:00,MV-7099,Islas Marshall,Carga General,Muelle 5,Mixta,956,83.4727906565935,26986.838551660527
2018-03-17 12:00:00,MV-9555,Panamá,Tanquero,Muelle 5,Reparación,3260,10.19153195171615,11788.765644130439
2018-03-17 13:00:00,MV-3368,Liberia,Buque Frigorífico,Muelle 1,Carga,3778,15.347566231706857,7560.268715679286
2018-03-17 14:00:00,MV-1285,Liberia,Tanquero,Muelle 1,Tránsito,2769,76.31895903955598,8390.500854243997
2018-03-17 15:00:00,MV-1148,Singapur,Carga General,Muelle Norte,Carga,3716,62.91988724906924,28299.076460931
2018-03-17 16:00:00,MV-5037,Malta,Granelero,Muelle 3,Reparación,4945,57.19378231992561,15825.176253767722
2018-03-17 17:00:00,MV-7549,Panamá,Tanquero,Muelle 3,Carga,2414,62.03013504579445,14481.277769625005
2018-03-17 18:00:00,MV-8121,Panamá,Portacontenedores,Muelle Norte,Carga,842,89.85677521314926,5791.422908561682
2018-03-17 19:00:00,MV-5895,Panamá,Buque Frigorífico,Muelle Norte,Reparación,625,65.68725876654983,23066.34778832988
2018-03-17 20:00:00,MV-6280,Liberia,Tanquero,Muelle 2,Reparación,1777,64.97789826606557,22060.965670194197
2018-03-17 21:00:00,MV-2012,Singapur,Carga General,Muelle 1,Tránsito,3277,74.83343741414804,13769.254285303701
2018-03-17 22:00:00,MV-3785,Islas Marshall,Portacontenedores,Muelle 5,Reparación,5593,84.26262209630475,21985.852291780873
2018-03-17 23:00:00,MV-4725,Liberia,Tanquero,Muelle 2,Tránsito,3621,31.048298084975237,13553.745773347913
2018-03-18 00:00:00,MV-5576,Islas Marshall,Carga General,Muelle 4,Descarga,4236,62.273899612530755,5902.108556250352
2018-03-18 01:00:00,MV-6782,Singapur,Granelero,Muelle 1,Descarga,3775,59.38979679261782,23190.583810002176
2018-03-18 02:00:00,MV-7257,Malta,Carga General,Muelle Norte,Reparación,5211,19.866754371854142,29095.23362782036
2018-03-18 03:00:00,MV-3408,Panamá,Granelero,Muelle 3,Carga,4906,53.787893704142654,20855.553732526154
2018-03-18 04:00:00,MV-1340,Islas Marshall,Portacontenedores,Muelle 1,Mixta,3416,14.120445297160952,11187.992115573243
2018-03-18 05:00:00,MV-3817,Liberia,Carga General,Muelle Norte,Carga,4915,24.276443691405888,11017.927422087487
2018-03-18 06:00:00,MV-3496,Islas Marshall,RoRo,Muelle 1,Reparación,1410,88.34075120879987,28153.417508659422
2018-03-18 07:00:00,MV-6962,Malta,Buque Frigorífico,Muelle 1,Tránsito,2098,18.493399975726227,11885.54799234247
2018-03-18 08:00:00,MV-6299,Panamá,RoRo,Muelle 1,Carga,3025,58.94463438651792,23972.99806795327
2018-03-18 09:00:00,MV-8574,Islas Marshall,RoRo,Muelle 4,Descarga,3246,36.466301247390476,20715.789539904337
2018-03-18 10:00:00,MV-2689,Malta,RoRo,Muelle 3,Reparación,1137,56.8675695839419,19407.647092644824
2018-03-18 11:00:00,MV-4267,Liberia,Buque Frigorífico,Muelle 1,Carga,255,28.677671735811472,8707.946916454208
2018-03-18 12:00:00,MV-5406,Singapur,RoRo,Muelle Norte,Carga,3536,47.105392011634095,4894.68719351764
2018-03-18 13:00:00,MV-9453,Liberia,Granelero,Muelle 4,Tránsito,3365,84.32534211704693,16705.6054145251
2018-03-18 14:00:00,MV-2442,Panamá,Carga General,Muelle 2,Tránsito,672,41.10709404810336,29692.123788494406
2018-03-18 15:00:00,MV-9597,Liberia,Portacontenedores,Muelle 1,Tránsito,1727,39.06672254408234,9089.757510068925
2018-03-18 16:00:00,MV-5437,Liberia,RoRo,Muelle 4,Mixta,3337,47.25839097573055,17958.67341541721
2018-03-18 17:00:00,MV-6435,Liberia,RoRo,Muelle 5,Reparación,3062,16.843370293499742,21445.46166075832
2018-03-18 18:00:00,MV-9435,Liberia,Portacontenedores,Muelle 2,Reparación,5697,42.086538163748834,16575.620629582092
2018-03-18 19:00:00,MV-5107,Panamá,Portacontenedores,Muelle 3,Descarga,3062,8.60722205527857,17180.278971527045
2018-03-18 20:00:00,MV-1560,Malta,RoRo,Muelle 1,Descarga,3687,52.29894877310776,21191.915111113445
2018-03-18 21:00:00,MV-9785,Islas Marshall,Granelero,Muelle 1,Reparación,2750,82.61881496532578,25187.542922129276
2018-03-18 22:00:00,MV-6548,Singapur,Portacontenedores,Muelle 4,Carga,1921,56.582433147391605,12665.477950543185
2018-03-18 23:00:00,MV-2826,Islas Marshall,Carga General,Muelle 3,Reparación,128,61.47981568212971,27381.156022060608
2018-03-19 00:00:00,MV-8629,Islas Marshall,Carga General,Muelle 5,Mixta,1526,10.689576670859442,16607.42269495869
2018-03-19 01:00:00,MV-9325,Singapur,Granelero,Muelle 2,Descarga,5318,83.63731825021462,21208.81427654132
2018-03-19 02:00:00,MV-4138,Panamá,Buque Frigorífico,Muelle Norte,Descarga,4784,41.88031264642275,6769.354486143405
2018-03-19 03:00:00,MV-8693,Singapur,Tanquero,Muelle 3,Descarga,5839,93.7870358933902,16804.461445823214
2018-03-19 04:00:00,MV-9264,Panamá,Granelero,Muelle 1,Reparación,5207,18.60095251866288,4418.767600090864
2018-03-19 05:00:00,MV-8842,Islas Marshall,RoRo,Muelle 4,Descarga,3278,91.13112586110091,14166.643209841028
2018-03-19 06:00:00,MV-7721,Panamá,Tanquero,Muelle 5,Descarga,2385,63.817599757596426,5416.589214792613
2018-03-19 07:00:00,MV-8002,Malta,RoRo,Muelle 4,Reparación,1775,12.60594642557228,27321.501779045044
2018-03-19 08:00:00,MV-5225,Singapur,Carga General,Muelle 2,Carga,5787,93.50951884963236,21492.933142698927
2018-03-19 09:00:00,MV-3978,Malta,Portacontenedores,Muelle 3,Descarga,1164,9.220829996783243,24588.785261973877
2018-03-19 10:00:00,MV-8373,Islas Marshall,RoRo,Muelle 4,Descarga,210,72.30161484480722,16159.66659620485
2018-03-19 11:00:00,MV-6907,Singapur,Carga General,Muelle Norte,Descarga,1475,86.27863545815232,26149.34119958997
2018-03-19 12:00:00,MV-7097,Islas Marshall,Granelero,Muelle Norte,Mixta,1783,23.47141677225385,26699.05533525995
2018-03-19 13:00:00,MV-6656,Malta,RoRo,Muelle 4,Reparación,4465,38.215432781407145,13277.274235892575
2018-03-19 14:00:00,MV-9984,Islas Marshall,Carga General,Muelle 1,Descarga,2461,57.3881819674197,13798.227618216253
2018-03-19 15:00:00,MV-5259,Singapur,Portacontenedores,Muelle 4,Mixta,4010,67.82321715435674,17214.258425872405
2018-03-19 16:00:00,MV-9286,Singapur,RoRo,Muelle 5,Carga,2572,84.7250763659243,5098.330871095163
2018-03-19 17:00:00,MV-6901,Islas Marshall,Buque Frigorífico,Muelle 3,Carga,4911,74.97420143729092,29889.975721076116
2018-03-19 18:00:00,MV-5917,Singapur,Carga General,Muelle 2,Mixta,651,39.97314065606652,13338.712083826427
2018-03-19 19:00:00,MV-9429,Singapur,RoRo,Muelle Norte,Carga,2409,80.31134343722682,16241.926147274877
2018-03-19 20:00:00,MV-3530,Islas Marshall,Portacontenedores,Muelle 4,Tránsito,1605,93.01475145565716,23623.684031500932
2018-03-19 21:00:00,MV-2960,Malta,RoRo,Muelle 5,Carga,4734,27.974783949263973,11735.35102405966
2018-03-19 22:00:00,MV-8045,Singapur,RoRo,Muelle Norte,Tránsito,5389,14.520412223989787,9242.417012413396
2018-03-19 23:00:00,MV-2048,Singapur,Buque Frigorífico,Muelle Norte,Mixta,5843,45.54253641088685,7313.703145525428
2018-03-20 00:00:00,MV-6772,Singapur,Carga General,Muelle 2,Tránsito,1570,85.56294514826448,17728.450036113194
2018-03-20 01:00:00,MV-3529,Singapur,Tanquero,Muelle Norte,Carga,2440,21.225652429369138,4142.9554750716425
2018-03-20 02:00:00,MV-3964,Islas Marshall,RoRo,Muelle 5,Descarga,955,85.95024053361688,22447.53796609956
2018-03-20 03:00:00,MV-8137,Malta,Tanquero,Muelle Norte,Tránsito,1700,95.31474608878266,15996.127012196695
2018-03-20 04:00:00,MV-1963,Malta,Granelero,Muelle Norte,Carga,1167,12.752196317717761,17827.393466848764
2018-03-20 05:00:00,MV-1536,Panamá,RoRo,Muelle 4,Descarga,1574,51.58256089928258,10843.320871201038
2018-03-20 06:00:00,MV-8340,Singapur,Tanquero,Muelle 4,Mixta,4317,36.94192353476602,8634.579429702624
2018-03-20 07:00:00,MV-8179,Singapur,Granelero,Muelle 3,Mixta,4771,42.64382723395536,22199.731452432643
2018-03-20 08:00:00,MV-8967,Panamá,Buque Frigorífico,Muelle 1,Reparación,3130,47.74385820647515,9467.111874285465
2018-03-20 09:00:00,MV-9734,Malta,Carga General,Muelle 5,Mixta,4827,73.0939481677047,24282.23491885439
2018-03-20 10:00:00,MV-1845,Liberia,RoRo,Muelle 1,Reparación,5490,60.034373879063516,9295.485507305275
2018-03-20 11:00:00,MV-6777,Liberia,Carga General,Muelle 1,Mixta,3290,92.58569576307667,19929.760679423467
2018-03-20 12:00:00,MV-4036,Malta,Granelero,Muelle Norte,Mixta,4456,37.283284733079,20740.673665666807
2018-03-20 13:00:00,MV-6947,Singapur,Carga General,Muelle 2,Mixta,3851,55.65235925848136,17146.785366559012
2018-03-20 14:00:00,MV-3494,Liberia,Carga General,Muelle 2,Reparación,1985,79.57291072216535,29916.55989712303
2018-03-20 15:00:00,MV-3719,Islas Marshall,Portacontenedores,Muelle Norte,Reparación,3677,40.826500695443855,13771.918292571825
2018-03-20 16:00:00,MV-2884,Islas Marshall,Granelero,Muelle 5,Tránsito,5669,48.946329653760046,26966.34977404287
2018-03-20 17:00:00,MV-5349,Panamá,Carga General,Muelle 1,Carga,4430,68.27776063629996,8399.933000796078
2018-03-20 18:00:00,MV-6179,Malta,Tanquero,Muelle 3,Carga,3759,83.74549123717897,12767.482683798962
2018-03-20 19:00:00,MV-7610,Malta,Granelero,Muelle 1,Carga,5429,44.57996939729693,7779.545143325579
2018-03-20 20:00:00,MV-7430,Liberia,Portacontenedores,Muelle 2,Mixta,2592,54.81164154891313,19694.237555116022
2018-03-20 21:00:00,MV-8154,Singapur,RoRo,Muelle 1,Carga,4500,93.81076110559383,20594.68980370102
2018-03-20 22:00:00,MV-7488,Malta,Buque Frigorífico,Muelle 4,Reparación,249,11.737286251336354,15791.10359733832
2018-03-20 23:00:00,MV-5737,Liberia,Carga General,Muelle 4,Tránsito,2233,47.44412706603992,22724.1872909522
2018-03-21 00:00:00,MV-7525,Liberia,Tanquero,Muelle 3,Descarga,5093,63.96640289936964,26558.963817207805
2018-03-21 01:00:00,MV-4850,Malta,Portacontenedores,Muelle 5,Tránsito,2725,8.741616265467012,24190.54206288459
2018-03-21 02:00:00,MV-1689,Liberia,Granelero,Muelle 1,Carga,4086,60.51721213784448,10283.221280038593
2018-03-21 03:00:00,MV-6175,Panamá,Buque Frigorífico,Muelle 4,Carga,5062,12.94559601034479,12330.380630454445
2018-03-21 04:00:00,MV-9648,Panamá,Buque Frigorífico,Muelle 5,Reparación,3543,83.46513890504013,13887.190405188727
2018-03-21 05:00:00,MV-6078,Malta,Carga General,Muelle 4,Tránsito,4022,79.0235764047538,9297.922747831997
2018-03-21 06:00:00,MV-6448,Singapur,Portacontenedores,Muelle 5,Reparación,1414,10.838452038276472,13392.14215085688
2018-03-21 07:00:00,MV-2179,Panamá,Portacontenedores,Muelle 5,Reparación,1902,12.294754161049095,10189.187598368195
2018-03-21 08:00:00,MV-7406,Panamá,Tanquero,Muelle 4,Descarga,4487,74.31802597742102,29888.924241925375
2018-03-21 09:00:00,MV-9591,Malta,RoRo,Muelle Norte,Reparación,3651,40.51995054689131,24364.508850098566
2018-03-21 10:00:00,MV-7907,Islas Marshall,RoRo,Muelle 2,Reparación,437,58.60226933857258,26360.44382028877
2018-03-21 11:00:00,MV-9800,Liberia,RoRo,Muelle 5,Descarga,4149,31.788887739353786,27975.81931811718
2018-03-21 12:00:00,MV-2638,Panamá,Buque Frigorífico,Muelle Norte,Mixta,4822,23.221261097160777,21290.025781556433
2018-03-21 13:00:00,MV-6671,Islas Marshall,Buque Frigorífico,Muelle 1,Mixta,1712,34.05478634418541,8575.39075730268
2018-03-21 14:00:00,MV-7928,Singapur,Granelero,Muelle Norte,Descarga,2508,29.710805619710953,23721.677806364107
2018-03-21 15:00:00,MV-2382,Islas Marshall,Buque Frigorífico,Muelle 4,Reparación,262,47.451054565061426,4405.8981323068165
2018-03-21 16:00:00,MV-2403,Malta,Buque Frigorífico,Muelle Norte,Carga,4705,73.70750254531639,6943.991419477131
2018-03-21 17:00:00,MV-4292,Singapur,Portacontenedores,Muelle 2,Tránsito,607,56.76338789757219,4769.195916150942
2018-03-21 18:00:00,MV-1419,Singapur,Granelero,Muelle 4,Carga,2655,61.60769109869523,7521.573023309342
2018-03-21 19:00:00,MV-5517,Islas Marshall,Portacontenedores,Muelle 3,Carga,3169,49.36691648831142,23552.11023066976
2018-03-21 20:00:00,MV-4302,Malta,Tanquero,Muelle 1,Reparación,3753,36.57656033784783,27022.49478183572
2018-03-21 21:00:00,MV-8857,Panamá,Tanquero,Muelle 3,Tránsito,2741,20.628776631722936,11249.847292007538
2018-03-21 22:00:00,MV-8870,Islas Marshall,Granelero,Muelle Norte,Tránsito,2044,39.201760402032086,7097.307111212414
2018-03-21 23:00:00,MV-6693,Panamá,Granelero,Muelle 5,Mixta,5098,66.53747822682013,11096.951905066677
2018-03-22 00:00:00,MV-1767,Islas Marshall,Buque Frigorífico,Muelle Norte,Descarga,524,72.5724132172962,20824.957563518125
2018-03-22 01:00:00,MV-3044,Panamá,Tanquero,Muelle 5,Reparación,1817,49.28797586392279,13105.27904726981
2018-03-22 02:00:00,MV-2549,Islas Marshall,Carga General,Muelle 3,Tránsito,91,64.75976016330802,28989.796627455133
2018-03-22 03:00:00,MV-7140,Singapur,RoRo,Muelle 3,Reparación,2701,26.527615205814197,7405.448707346939
2018-03-22 04:00:00,MV-4716,Liberia,Buque Frigorífico,Muelle 5,Mixta,2145,83.68583622370816,29748.905618654757
2018-03-22 05:00:00,MV-5481,Singapur,RoRo,Muelle 2,Carga,4042,84.20240765952536,4323.74397764306
2018-03-22 06:00:00,MV-8898,Panamá,Tanquero,Muelle 1,Tránsito,2036,36.18885759998223,15744.017108953514
2018-03-22 07:00:00,MV-7548,Malta,RoRo,Muelle 4,Mixta,3915,56.19867705795359,10547.106102695836
2018-03-22 08:00:00,MV-3293,Singapur,Carga General,Muelle 3,Reparación,3707,61.38625850053929,18723.422197250373
2018-03-22 09:00:00,MV-5837,Liberia,Carga General,Muelle 1,Mixta,4873,49.573843413048316,6510.3216315078735
2018-03-22 10:00:00,MV-8758,Panamá,Portacontenedores,Muelle 4,Mixta,3567,88.18050951308527,26771.394753354758
2018-03-22 11:00:00,MV-7793,Singapur,Granelero,Muelle Norte,Mixta,2318,73.09509131780003,7549.686410693723
2018-03-22 12:00:00,MV-8638,Islas Marshall,RoRo,Muelle 4,Mixta,1694,67.18092334956847,19272.122643425737
2018-03-22 13:00:00,MV-8993,Malta,Carga General,Muelle 3,Mixta,989,53.76820349514224,4867.018439418122
2018-03-22 14:00:00,MV-7007,Panamá,Granelero,Muelle 2,Mixta,4488,15.466565034609324,12085.794525650654
2018-03-22 15:00:00,MV-6542,Singapur,Granelero,Muelle 2,Descarga,3359,17.4882812305685,7892.795459195368
